name,Bahasa/External ID,teks
1571,2,"Kewajiban-kewajiban yang harus dilaksanakan orang-orang mukmin berkaitan dengan Tuhan, dicakup oleh kata-kata “perjanjian dengan Allah,” dan tugas-tugas mereka terhadap sesama manusia disimpulkan dalam kata”sumpah-sumpah.”"
1572,2,"Ayat ini dan ayat sebelumnya memberi tekanan yang khas, bahwa sumpah-sumpah tidak boleh dilanggar dan bagaimanapun harus dipegang seteguh-teguhnya."
1573,2,"Ungkapan bahasa Arab ini dapat diberi tiga macam tafsiran: (1) “Oleh karena suatu kaum (bukan Muslim) lebih kuat dan lebih kaya dari kaum lainnya (orang-orang Muslim)”, yakni Kaum Muslimin hendaknya jangan meninabobokan kaum lain yang lebih kuat dengan mengadakan satu perjanjian damai dengan mereka itu dengan tujuan menunggu peluang yang baik sampai mereka sendiri menjadi cukup kuat untuk melanggar perjanjian itu. (2) Karena takut kalau-kalau suatu kaum (bukan-Muslim) akan menjadi lebih kuat dan lebih kaya dari kaum lainnya (orang Muslim). (3) “Agar suatu kaum (orang-orang Muslim) akan menjadi lebih kuat dari kaum lainnya (bukan-Muslim)”, yakni Kaum Muslimin jangan hendaknya membuat satu perjanjian dengan orangorang bukan Muslim, dengan tujuan bahwa dengan mengambil keuntungan dari kesempatan ini mereka akan menambah kekuatan mereka dan memutuskan perjanjian itu bila mereka merasa lebih kuat dari orang-orang bukan-Muslim."
1574,2,Tingkah laku demikian akan melemahkan kekuatanmu.
1575,2,"Bila suatu kaum meraih kekuatan, mereka umumnya menjadi korban segala macam godaan. Musuh-musuh mereka menggunakan matamata dan informan-informan di antara mereka, dan menawarkan uang suap yang besar jumlahnya untuk mengetahui rahasia negara mereka. Kaum Muslimin dengan kata-kata, “dan janganlah kamu menukar perjanjian Allah dengan harga yang sedikit,” diperingatkan agar jangan menyerah kepada godaan-godaan tersebut di atas."
1576,2,"Ayat ini mengakui persamaan hak kaum laki-laki dan kaum wanita, dan menjanjikan pembagian yang sama dalam nikmat-nikmat Ilahi kepada kedua golongan itu."
1577,2,"Artinya ialah, “bila Kami menjauhkan atau menangguhkan hukuman, dikarenakan oleh suatu cobaan yang baik di pihak mereka yang diancam dengan hukuman itu.” Di sini tidak ada sesuatu yang mengisyaratkan mengenai mansukh-nya (batalnya) sesuatu ayat Al-Qur’an. Tidak ada satu pun ayat dalam Al-Qur’an yang berlawanan dengan sesuatu ayat lain dalam Al- Qur’an, dan yang karenanya akan terpaksa dianggap mansukh. Semua bagian Al-Qur’an mendukung dan menguatkan satu sama lain. Tak ada sesuatu pun dalam Siaq-Sabaq (konteks) ayat ini membayangkan suatu isyarat mengenai adanya ayat-ayat yang mansukh."
1578,2,"Nama-nama berbagai orang telah disebut dalam riwayat-riwayat, yang menurut persangkaan orang-orang kafir, membantu Rasulullah Saw dalam menggubah Al-Qur’an, orang-orang itu ialah, Jabar, seorang budak beragama Nasrani, ‘Aisy atau Ya ‘isy, sahaya al-Huwaithib Ibn ‘Abd al- ‘Uzza dan Abū Fukaih, yang terkenal sebagai Yasār, dan ‘Adas atau ‘Addas, seorang budak Aus bin Rabī‘ (Ma’ani & Fat-h). Nama-nama ‘Ammar, Shuhaib, Salmān, Abdullah bin Salām, dan nama Sergius, seorang rahib Nasrani mazhab Nestorian. Nestoria, telah juga disebut dalam hubungan ini. Pada hakikatnya, Al- Qur’an di sini menunjuk kepada dua kecaman orang-orang kafir; yang satu bertalian dengan beberapa budak yang masuk Islam, yang darinya Rasulullah Saw dikatakan telah mendapat bantuan dalam menggubah Al-Qur’an, seperti tersebut dalam QS.25: 5- 7; dan lainnya kepada apa yang beliau dengar tentang Injil dari seorang budak Nasrani yang masuk Islam, dan yang dimasukkan dalam Al-Qur’an sebagaimana ditunjukkan oleh ayat ini. Sekarang, bertalian dengan kecaman yang kedua timbul pertanyaan, apakah sang budak tersebut membacakan Injil dalam bahasa Arab atau bahasa Yunani atau Ibrani? Jika ia membacakan versi Arabnya, maka harus dibuktikan bahwa Wasiat Baru telah diterjemahkan ke dalam bahasa Arab di jaman Rasulullah Saw dan terjemahan itu sudah demikian umumnya, sehingga budak-budak pun membacanya selagi mereka bekerja di kedai-kedai mereka. Akan tetapi, hingga jaman Rasulullah Saw terjemahan Injil belum dikerjakan dalam bahasa apa pun. Kabilah-kabilah Yahudi di Medinah pada jaman itu belum pula menerjemahkan Taurat ke dalam bahasa Arab, dan manakala beliau menghendaki sesuatu keterangan mengenai kitab ini, beliau menanyakan kepada Abdullah bin Salam, seorang ahli bahasa Ibrani yang besar. Dr. Alexander Souter, M.A., L.L.D., menulis dalam bukunya, “The Test and Canon of The New Testament” (cetakan kedua, 1925, halaman 74), di bawah judul, “Arabic Versions”: ‘Naskah tertua (versi bahasa Arab) tidak terdapat sebelum abad ke-8. Dua naskah versi bahasa Arab menurut riwayat telah dibuat di Alexandria dalam abad ke-13.’ Dan jika budak yang masuk Islam dari Kristen itu membacakan kepada Rasulullah Saw Injil dalam bahasa Ibrani atau Yunani, bagaimanakah beliau dapat mengambil faedah dengan mendengarkan sebuah kitab yang beliau tidak mengerti, dan bagaimanakah seorang orang Ajami (asing dan tidak fasih dalam bicara) yang darinya beliau dikatakan telah menerima bantuan untuk menggubah Al-Qur’an, dapat menerangkan kepada beliau, dalam bahasa Arab yang tidak lancar itu, kebenaran-kebenaran besar lagi abadi yang dikandung oleh Al-Qur’an, dan yang untuk menerangkannya diperlukan pengetahuan dan penguasaan bahasa Arab yang luas dan mendalam. Lihat juga “Edisi Besar Tafsir dalam bahasa Inggris” pada ayat ini."
1579,2,"Ayat ini tidak mengatakan apa-apa mengenai perlakuan Tuhan terhadap seseorang, yang karena dihimpit oleh cobaan-cobaan sangat berat, mengucapkan kata-kata yang nampaknya seperti menyatakan kekafiran, walaupun di dalam batinnya ia mungkin merasa puas dengan Islam. Ayat ini mengandung pengertian bahwa keputusan terakhir dalam perkara orang-orang semacam itu tidak diberitahukan, dan bahwa tingkah laku mereka di masa depan akan menentukan sifat perlakuan yang mereka akan terima dari Tuhan."
1580,2,"Di mana ayat-ayat 109 dan 110 telah mengisyaratkan kepada orangorang yang kembali kepada kekafiran dan membukakan hatinya untuk itu, lalu menggabungkan diri dengan barisan-barisan musuh Islam, maka ayat yang sedang dibahas ini mengutarakan orang-orang yang mengenainya keputusan telah ditangguhkan (ayat 107). Keputusan yang diberikan mengenai mereka ialah, bilamana mereka berhijrah dari kampung halaman mereka dan berjuang pada jalan Allah dan menanggung dengan sabar segala penderitaan yang kiranya akan menimpa diri mereka dalam membela Islam, maka pada waktu itulah, dan tidak sebelum itu, Tuhan akan mengampuni dosa-dosa mereka yang sudahsudah. Baru pada saat itulah akan terbukti bahwa mereka telah memperbaiki sepenuhnya kelengahan mereka yang sudah-sudah. Karena Surah ini turunnya di Mekah, maka jihad yang tersebut dalam ayat ini bukanlah berperang dengan pedang, melainkan hanya berjuang untuk memajukan kepentingan Islam."
1581,2,“Kota” yang diisyaratkan dalam ayat ini ialah Mekah
1582,2,"Ketakutan akan perang yang di dalamnya kaum Mekah terlibat dengan Kaum Muslimin dan akhirnya dikalahkan. Mereka hidup dalam keadaan ketakutan yang amat sangat, seakan-akan ketakutan akan perang itu telah mengurung mereka. Dalam muhawarah (pepatah) bahasa Arab kata Dzāqa (mencicip) kadang-kadang dipergunakan untuk Libās (pakaian). Ada sebuah kalimat yang terkenal dalam bahasa Arab, Qālū Iqtarih Syai’an Nujid laka Tabkha hū Qultu Itbakhū lī Jubbatan wa Qamīsā, artinya: “Mereka mengatakan, ‘Makanan apakah yang kiranya engkau kehendaki kami masak bagi engkau?’ Aku berkata, ‘Masaklah bagiku sehelai jas panjang dan sehelai kemeja.’ ”"
1583,2,"Malapetaka kelaparan yang mengerikan, yang mencengkeram kota Mekah selama tujuh tahun. Lihat catatan no. <a href='web+quran://quran.ahmadiyah.id/tafsir?id=1694'>[1694]</a>."
1584,2,"Lihat catatan pada QS.2: 169, 173; 5: 4; 6: 119, 120, 146.1585."
1585,2,"Jahālah, berarti kekurangan ilmu pengetahuan dan pula kekurangan wawasan rohani. Pada ayat ini, kata itu dipergunakan dalam pengertian yang kedua sebab tidak ada alasan untuk menjatuhkan hukuman terhadap seseorang yang tidak mengetahui adanya suatu perintah, yang karena melanggarnya ia akan mendapat hukuman."
1586,2,Ummah antara lain berarti suatu bangsa; suatu golongan bangsa (ras); seorang muttaqi yang pantas menjadi teladan; contoh yang sempurna dalam kebaikan (Lane).
1587,2,"Orang-orang Yahudi percaya bahwa kemunduran dan kemelaratan nasional mereka adalah disebabkan oleh pencemaran hari Sabat. Dikatakan kepada mereka bahwa sekarang mereka dapat memperoleh kembali kejayaan mereka yang hilang itu, dengan menerima agama Islam dan bukan dengan menghormati hari Sabat."
1588,2,Hikmah berarti: (1) pengetahuan atau ilmu; (2) keseimbangan atau keadilan; (3) kelemah-lembutan; (4) keteguhan; (5) sesuatu ucapan atau percakapan yang serasi atau cocok dengan kebenaran atau serta tuntutan keadaan; (6) anugerah nubuatan; dan (7) apa yang menghalangi atau mencegah seseorang dari perbuatan bodoh (Lane).
1589,2,"Seorang muttaqi adalah orang yang mengadakan hubungan yang erat dengan Allah sehinggan Allah sendiri yang menjadi pelindung dan penjaga dia dari setiap keburukan. Adapun seorang muhsin adalah orang yang setelah dirinya sendiri berada di bawah perlindungan Tuhan, berusaha pula untuk membawa orang-orang lainnya untuk berada di bawah lindungan-Nya. Oleh karena itu seorang muhsin memiliki kedudukan kerohanian yang lebih tinggi dari seorang muttaqi."
1590,2,"Ayat ini, yang nampaknya menyebut suatu kasyaf Rasulullah Saw, telah dianggap oleh sebagian ahli tafsir Al-Qur’an merujuk kepada Mi ‘raj (kenaik-an rohani) beliau. Berlawanan dengan pendapat umum, kami cenderung kepada pendapat, bahwa ayat ini membahas masalah Isra’ (perjalanan rohani di waktu malam) Rasulullah Saw dari Mekah ke Yerusalem dalam kasyaf, sedang Mi‘raj beliau telah dibahas agak terperinci dalam Surah Al-Najm. Semua kejadian yang disebut dalam Surah Al-Najm (ayat 8-18) yang telah diwahyukan tidak lama sesudah hijrah ke Abessinia, yang telah terjadi di bulan Rajab tahun ke-5 nabawi, diceriterakan secara terperinci dalam buku-buku hadis yang membahas Mi‘rajRasulullah Saw, sedang Isrā’ Rasulullah dari Mekah ke Yerusalem, yang dibahas oleh ayat ini, menurut Zurqani terjadi pada tahun ke-11 nabawi; menurut Muir dan beberapa pengarang Kristen lainnya pada tahun ke-12. Tetapi menurut Mardawaih dan Ibn Sa’d, peristiwa Isrā’ terjadi pada 17 Rabiul-awal, setahun sebelum hijrah (Al-Khashaish al-Kubra). Baihaqi pun menceriterakan, bahwa Isrā’ itu terjadi setahun atau enam bulan sebelum hijrah. Dengan demikian semua hadis yang bersangkutan dengan persoalan ini menunjukkan, bahwa Isrā’ itu terjadi setahun atau enam bulan sebelum hijrah, yaitu kira-kira pada tahun ke-12 nabawi, setelah Siti Khadijah wafat, yang terjadi pada tahun ke-10 nabawi, ketika Rasulullah Saw tinggal bersama-sama dengan Ummi Hani, saudari sepupu beliau. Tetapi Mi‘raj, menurut pendapat sebagian terbesar ulama, terjadi kira-kira pada tahun ke-5 nabawi. Dengan demikian dua kejadian itu dipisahkan satu dengan yang lain oleh jarak waktu enam atau tujuh tahun, dan oleh karenanya kedua kejadian itu tidak mungkin sama; yang satu harus dianggap berbeda dan terpisah dari yang lain. Lagi pula peristiwa-peristiwa yang menurut hadis terjadi dalam Mi‘raj Rasulullah Saw sama sekali berbeda dalam sifatnya dengan peristiwa-peristiwa yang terjadi dalam Isrā’. Secara sambil lalu dapat disebutkan di sini, bahwa kedua peristiwa itu hanya kejadian-kejadian rohani belaka, dan Rasulullah Saw tidak naik ke langit atau pergi ke Yerusalem dengan tubuh kasar. Kecuali kesaksian sejarah yang kuat ini, ada pula kejadian-kejadian lain yang berkaitan dengan peristiwa itu mendukung pendapat, bahwa kejadian itu sama sekali berbeda dan terpisah satu sama lain: (a) Al-Qur’an menguraikan kejadian Mi‘raj Rasulullah Saw dalam surah 53, tetapi sedikit pun tidak menyinggung Isrā’, sedang dalam Surah ini Al-Qur’an membahas soal Isrā’, tetapi sedikit pun tidak menyinggung peristiwa Mi‘raj. (b) Ummi Hani, saudari sepupu Rasulullah Saw, yang di rumahnya beliau menginap pada malam peristiwa Isrā’ terjadi, hanya membicarakan perjalanan Rasulullah Saw ke Yerusalem, dan sama sekali tidak menyinggung kenaikan beliau ke langit. Ummi Hani itu orang pertama yang kepadanya Rasulullah Saw menceritakan perjalanan beliau di waktu malam ke Yerusalem, dan paling sedikit tujuh penghimpun riwayat-riwayat hadis telah mengutip keterangan Ummi Hani mengenai kejadian ini, yang bersumber pada empat perawi yang berlain-lainan. Semua perawi ini sepakat, bahwa Rasulullah Saw berangkat ke Yerusalem dan pulang kembali ke Mekah pada malam itu juga. Jika sekiranya Rasulullah Saw telah membicarakan pula kenaikan beliau ke langit, tentu Ummi Hani tidak akan lupa menyebutkan hal ini dalam salah satu riwayatnya. Tetapi beliau tidak menyebut hal itu dalam satu riwayat pun; dengan demikian menunjukkan dengan pasti, bahwa pada malam yang bersangkutan itu Rasulullah Saw melakukan Isrā’ hanya sampai Yerusalem; dan bahwa Mi‘raj tidak terjadi pada ketika itu. Nampaknya beberapa perawi hadis mencampur-baurkan kedua peristiwa Isrā’ dan Mi‘raj itu. Rupanya pikiran mereka dikacaukan oleh kata Isrā’, yang dipergunakan baik untuk Isrā’ maupun untuk Mi‘raj; dan persamaan yang terdapat pada beberapa uraian terperinci mengenai Isrā’ dan Mi‘raj telah menambah dan memperkuat pendapat mereka yang kacau balau itu. (c) Hadishadis yang mula-mula meriwayatkan perjalanan Rasulullah Saw ke Yerusalem dan selanjutnya mengenai kenaikan beliau dari sana ke langit, menyebut pula bahwa di Yerusalem beliau bertemu dengan beberapa nabi terdahulu, termasuk Adam As, Ibrahim As, Musa As, dan Isa As; dan bahwa di berbagai petala langit beliau menemui kembali nabi-nabi yang itu-itu juga, tetapi tidak dapat mengenal mereka. Bagaimanakah nabi-nabi tersebut, yang telah beliau jumpai di Yerusalem, sampai pula ke langit sebelum beliau; dan mengapa beliau tidak mengenali mereka, sedang beliau telah melihat mereka beberapa saat sebelumnya dalam perjalanan itu-itu juga? Tidaklah masuk akal, bahwa beliau tidak dapat mengenal mereka, padahal hanya beberapa saat sebelum itu, beliau bertemu dengan mereka dalam perjalanan itu juga. Untuk kupasan terperinci mengenai masalah yang penting ini, lihat Edisi Besar Tafsir dalam bahasa Inggris halaman 1404- 1409."
1591,2,Masjid al-Aqsā” (masjid yang jauh) menunjuk kepada rumah peribadatan (Kenisah) yang didirikan oleh Nabi Sulaiman As di Yerusalem.
1591A,2,"Kasyaf Rasulullah Saw yang disebut dalam ayat ini mengandung suatu nubuatan yang agung. Perjalanan beliau ke “Masjid al-Aqsā” berarti hijrah beliau ke Medinah, tempat beliau akan mendirikan suatu masjid, yang ditakdirkan kelak akan menjadi masjid pusat Islam, dan penglihatan diri beliau sendiri dalam kasyaf, bahwa beliau mengimami para nabi lainnya dalam shalat mengandung arti, bahwa agama baru, ialah Islam, tidak akan terkurung di tempat kelahirannya saja, melainkan akan tersebar ke seantero dunia, dan pengikut-pengikut dari semua agama akan menggabungkan diri kepadanya. Kepergian beliau ke Yerusalem dalam kasyaf dapat pula dianggap mengandung arti, bahwa beliau akan diberi kekuasaan atas daerah, yang terletak di Yerusalem itu. Nubuatan ini telah menjadi sempurna di masa khilafat (kekhalifahan) Sayyidina Umar r.a. Kasyaf ini dapat pula diartikan sebagai merujuk kepada suatu perjalanan rohani Rasulullah Saw ke suatu negara jauh, di suatu masa yang akan datang. Maksudnya, bahwa ketika kegelapan rohani akan menutupi seluruh dunia, Rasulullah Saw akan muncul kembali secara rohani dalam wujud salah seorang pengikut beliau, dalam satu negara yang sangat jauh dari tempat pertama beliau diutus. Satu penunjukan yang khusus kepada kebangkitan kedua Rasulullah Saw terdapat dalam QS.62: 3-4."
1592,2,"Dua kedurhakaan Bani Israil yang tersebut dalam kitab Musa As (Ulangan 28: 15, 49-53, 63-64 & 30: 15) disinggung dalam ayat ini. Mereka, di antara Bani Israil, yang tidak beriman, telah dua kali dikutuk, ialah oleh Nabi Daud As dan Isa Ibnu Maryam As (QS.5: 79), dan sebagai akibatnya telah dihukum pula dua kali."
1593,2,"Azab Ilahi yang pertama menimpa Bani Israil sesudah Nabi Daud As dan yang kedua sesudah Nabi Isa As Nampak dari Bibel, bahwa sesudah Nabi Musa As, orang-orang Yahudi telah menjadi suatu bangsa yang amat kuat, dan di masa Nabi Daud As mereka meletakkan dasar suatu kerajaan kuat, yang setelah wafatnya pun, untuk beberapa waktu terus berlanjut kejayaan dan kemuliaan-nya semula. Kemudian kerajaan itu menjadi sasaran kemunduran yang berangsurangsur, dan pada sekitar 733 S.M. Samaria ditaklukkan oleh bangsa Assiria, yang mencaplok seluruh daerah Israil di sebelah utara Yezreel. Pada tahun 608 S.M., Palestina telah diserang oleh satu lasykar Mesir di bawah Fir‘aun Necho, dan Bani Israil takluk kepada kekuasaan Mesir (Yew. Enc. Jilid 6, halaman 665). Tetapi hilangnya kekuasaan duniawi mereka serta kehancuran dan ketelantaran mereka tidak mendorong mereka untuk memperbaiki cara-cara mereka. Mereka dengan gigih bertahan pada cara-cara buruk mereka yang lama. Nabi Yermiah As, memperingatkan mereka supaya meninggalkan cara-cara buruk mereka, sebab kemurkaan Tuhan tidak lama lagi akan menimpa mereka, tetapi mereka sama sekali tidak menghiraukan peringatan-peringatan Nabi Yermiah As tersebut. Di masa kerajaan Yehoyakim, Nebukadnezar dari Babil melancarkan serbuan pertamanya ke Palestina dan membawa pulang perkakas rumah peribadatan, tetapi ketika itu kota Yerusalem sendiri selamat dari kekejaman akibat pengepungan. Pada tahun 597 S.M. pun kota itu dikepung dan penduduknya mengalami kelaparan yang sangat parah. Tetapi pemberontakan raja Zedekia membawa akibat adanya serbuan kedua oleh Nebukadnezar pada tahun 587 S.M., dan sesudah masa pengepungan yang berlangsung satu tahun setengah, kota itu ditaklukkan dengan serangan cepat laksana halilintar. Putra-putranya dibunuh dan matanya sendiri dicukil, dan dalam keadaan diborgol ia dibawa ke Babil. Rumah peribadatan, istana raja, serta semua bangunan besar di kota Yerusalem dibumihanguskan, para imam besar, dan para pemimpin lain dibunuh, dan sejumlah besar rakyat diboyong sebagai tawanan (Yew. Enc. Jilid 6, hlm. 665 & Jilid 7, hlm. 122 pada kata “Yerusalem”)."
1594,2,"Orang-orang Yahudi menyesuaikan diri mereka dengan keadaan baru di masa pembuangan. Kebanyakan di antara mereka telah dipekerjakan pada pekerjaan-pekerjaan umum di Babil Tengah, dan banyak dari mereka pada akhirnya memperoleh kemerdekaan dan mencapai kedudukan yang berpengaruh. Keyakinan dan pengabdian mereka kepada agama telah bangkit kembali; kepustakaan kerajaan dipelajari, diterbitkan kembali, dan disesuaikan dengan keperluan kaum yang sedang hidup kembali itu, serta harapan untuk mereka kembali ke Palestina telah dikobarkan dan dipupuk. Kira-kira pada tahun 545 S.M., citacita ini memperoleh bentuk lebih jelas. Kaum Yahudi membuat suatu perjanjian rahasia dengan Sirus, raja Media dan Persia, dan membantu beliau menaklukkan Babil. Kota itu dalam bulan Juli tahun 539 S.M. jatuh kepada tentaranya tanpa perlawanan. Sebagai ganjaran atas jasa-jasa mereka, Sirus mengizinkan orangorang Yahudi kembali ke Yerusalem dan juga membantu mereka membangun kembali rumah peribadatan mereka (Historians’ History of the World, jilid II, hlm. 126; Jew. Enc. jilid 7, pada kata “Cyrus,” dan 2 Tawarikh 36: 22, 23). Syesybazzar (seorang gubernur Sirus) yang berasal dari Yudea, membawa kembali alat-alat dan perkakas yang telah dirampas oleh Nebukadnezar ke rumah peribadatan itu dan merencanakan untuk menyelenggarakan pekerjaan ini dengan membelanjakan uang kerajaan. Sejumlah besar orang buangan kembali ke Yerusalem (Ezra, 1: 3-5). Pekerjaan pembangunan kembali rumah peribadatan berangsur-angsur maju terus dan selesai pada tahun 516 S.M. Kejadian-kejadian ini dan kejayaan serta kesejahteraan orang-orang Yahudi berikutnya itulah yang diisyaratkan oleh ayat yang sedang dibahas ini. Tetapi semuanya itu telah dinubuatkan oleh Nabi Musa As jauh sebelum hal itu sungguh-sungguh terjadi (Ulangan 30: 1-5)."
1594A,2,"Kata-kata ini berarti pula, “supaya mereka akan menghina pemimpinpemimpin kamu.” Kata Wujūh berarti pula pemimpin-pemimpin (Lane)."
1595,2,"Ayat ini membicarakan jatuhnya kembali orang-orang Yahudi ke lembah keburukan, dan tentang azab yang menimpa mereka sebagai akibatnya. Mereka menentang dan menganiaya Nabi Isa As serta berusaha membunuh beliau di kayu salib dan memusnahkan pergerakan beliau. Oleh sebab itu Tuhan menimpakan kepada mereka azab yang sangat keras, ketika pada tahun 70 M. pasukan-pasukan Romawi di bawah pimpinan Titus melanda negeri itu, dan di tengah-tengah kejadian-kejadian mengerikan yang tiada bandingannya dalam sejarah itu, kota Yerusalem telah dihancurkan dan rumah peribadatan Nabi Sulaiman dibumihanguskan (Enc. Bib. pada kata “Yerusalem”). Malapetaka itu terjadi ketika Nabi Isa As masih hidup di Kasymir. Hal ini pun dinubuatkan oleh Nabi Musa As (Ulangan 32: 18-26). Perlu pula dicatat di sini, bahwa nubuatan mengenai azab kedua kali itu telah disebut dalam Bibel sesudah adanya nubuatan yang membicarakan hukuman pertama (Ulangan Bab 28). Lebih dari itu, bahkan nubuatan ini disebut sesudah nubuatan mengenai kembalinya orang-orang Yahudi ke Yerusalem (Ulangan 30: 1-5). Hal ini menunjukkan, bahwa nubuatan ini (Ulangan 32: 18-26) merujuk kepada azab yang kedua, yang telah disinggung dalam Al-Qur’an, ialah, “tentulah kamu akan melakukan kerusakan (besar) di muka bumi ini dua kali.” (QS.17: 5). Ayat ini mengandung peringatan bagi umat Islam, bahwa seperti orang Yahudi mereka pun akan dihukum dua kali, jika mereka tidak mau meninggalkan kebiasaan-kebiasaan buruk mereka. Tetapi, umat Islam tidak memperoleh faedah dari peringatan yang tepat pada waktunya itu, serta tidak meninggalkan cara-cara yang buruk; dan oleh karena itu telah dihukum dua kali. Hukuman menimpa mereka, ketika kota Baghdad jatuh pada tahun 1258 M. Pasukan-pasukan Hulaku Khan yang biadab itu sama sekali memusnahkan pusat ilmu pengetahuan dan kekuasaan yang agung itu, dan konon kabarnya 1.800.000 orang Islam telah terbunuh pada ketika itu. Tetapi dari malapetaka yang mengerikan itu akhirnya Islam keluar sebagai pemenang. Mereka yang menaklukkan menjadi yang ditaklukkan. Cucu Hulaku Khan bersama-sama sejumlah besar orang Moghul dan Tartar memeluk agama Islam. Hukuman kedua telah ditakdirkan akan menimpa umat Islam di akhir jaman."
1596,2,"Tujuan yang Al-Qur’an kemukakan kepada para pengikutnya adalah lebih mulia dan lebih agung dari tujuan umat-umat terdahulu, dan menjanjikan kepada para pengikutnya yang sejati berkat-berkat rohani maupun jasmani. Oleh sebab itu, mereka hendaknya berusaha keras untuk memperolehnya dan harus tetap waspada agar jangan terjerumus ke dalam kehidupan malas dan tidak teratur, serta dalam segala hal harus membuktikan diri mereka sendiri layak menerima nikmat-nikmat Ilahi yang dijanjikan itu."
1597,2,"Ungkapan bahasa Arab itu berarti, bahwa demikianlah keadaan manusia, pada satu pihak dengan ucapan-ucapan ia berdoa kepada Tuhan supaya diberi kebaikan, tetapi pada pihak lain dengan perbuatannya yang buruk ia mengundang kemurkaan dan hukuman Tuhan. Dengan demikian amal perbuatannya mendustakan ucapan-ucapannya. Ungkapan itu dapat pula diberi arti, bahwa “manusia mengundang keburukan seperti layaknya ia mengundang kebaikan.” Menurut kedua-dua makna itu ayat ini berarti, bahwa manakala bangsa-bangsa dan orang-orang secara perorangan memperoleh kekayaan dunia dan menaiki jenjang kekuasaan dan pengaruh, mereka cenderung melalaikan kewajiban-kewajiban dan tanggung-jawab mereka, dan dengan demikian justru di saat-saat lagi berkuasa dan berjaya itulah mereka meletakkan dasar-dasar kehancuran dan kematian mereka di masa kemudian. Ayat ini dapat pula berarti, bahwa manusia mengundang keburukan datang kepadanya dengan semangat dan kegigihan yang sama seperti Tuhan memanggilnya kepada kebaikan. Dalam keadaan demikian, perbuatan memanggil kepada kebaikan hendaknya dianggap sebagai dinisbahkan kepada Tuhan."
1598,2,"Baik malam maupun siang kedua-duanya mengandung kemanfaatan kemanfaatan bagi manusia; tetapi di mana kemanfaatan-kemanfaatan malam sifatnya halus dan tersembunyi, maka kemanfaatan-kemanfaatan siang jelas dan nyata. Ayat ini dapat pula mengandung arti, bahwa pergantian malam dan siang yang diatur oleh alam, menolong manusia menentukan tanggal-tanggal tahun, dan dengan demikian membuat kalender-kalender. Gejala ini telah pula membawa kepada perkembangan dan kemajuan ilmu pasti."
1599,2,"Mengikatkan amal-perbuatan manusia kepada lehernya mengandung arti, bahwa perbuatannya dan akibat perbuatannya melekat padanya selama ia hidup. Tā’ir (burung) berarti suatu perbuatan yang menjadi adat kebiasaan (Aqrab). Manusia diperingatkan, bahwa suatu perbuatan bila satu kali dilakukan, perbuatan itu tidak dapat ditiadakan lagi, serta mempunyai akibat-akibat yang jauh jangkauannya; perbuatan itu tetap melekat pada leher si pelaku, dan tiada kemungkinan menghapuskannya. Ayat ini dapat pula berarti, bahwa manusia mencari ramalan nasib baik atau buruk dari benda-benda yang ada di luar dirinya; sedang nasib baik atau buruknya itu sebenarnya melekat pada lehernya sendiri."
1600,2,"Azab bukan sesuatu yang datang dari luar, melainkan terbit dan timbul dari dalam diri manusia sendiri. Pada hakikatnya, siksaan-siksaan neraka dan ganjaran-ganjaran surga akan hanya merupakan sekian banyak perwujudan dan penjelmaan perbuatan manusia–baik atau buruk–yang pernah dilakukannya dalam kehidupan ini. Jadi, dalam kehidupan ini manusia menjadi perancang nasibnya sendiri, dan seolah-olah pada kehidupan yang akan datang ia sendiri akan menjadi pengganjar dan penghukum terhadap dirinya sendiri."
1601,2,"Tiap orang harus memikul tanggung-jawab perbuatannya sendiri. Pengorbanan dan penebusan dari siapa pun, tidak dapat memberi manfaat apa pun kepada orang lain. Ayat ini mematahkan kepercayaan tentang penebusan dosa sampai ke akar-akarnya."
1602,2,"Dalam generasi kita sendiri dunia telah menyaksikan wabah-wabah, kelaparan-kelaparan, peperangan-peperangan, gempa-gempa bumi, serta malapetaka lainnya, yang serupa itu belum pernah terjadi sebelumnya, dan datangnya begitu bertubi-tubi, sehingga kehidupan manusia dirasakan pahit karenanya. Sebelum malapetaka-malapetaka dan bencana-bencana menimpa bumi ini, sudah selayaknya Tuhan membangkitkan seorang pemberi peringatan."
1603,2,"Kata Qaryah (kota) di sini maksudnya ibukota, yaitu kota yang berperan sebagai metropolis atau pusat kebudayaan dan politik bagi kota-kota lain."
1604,2,"Kata ganti (dhomir) hā (itu) menunjuk kepada akhirat, dan maknanya ialah bahwa usaha-usaha yang dianggap dapat menjamin kebaikan di akhirat, hanya usaha-usaha itulah yang akan mendatangkan hasil yang sungguh-sungguh baik."
1605,2,"Pertolongan Tuhan ada dua macam: (1) Pertolongan umum, yang sebagai akibatnya, maka amal perbuatan dan usaha-usaha segala macam orang Islam, Kristen, Yahudi, Hindu dan sebagainya, memberi buah sesuai dengan ruang lingkup dan besarnya; dan (2) karunia dan bantuan istimewa dari Tuhan, yang terbatas pada hal-hal bersifat rohani dan yang diberikan kepada hamba-hamba- Nya yang sejati, tapi tidak diberikan kepada orang-orang kafir."
